group,model,subject,bic
19,bias-scale-two-state-non-neg,17,-352.36787711678517
19,x-aim-scale-two-state-non-neg,17,-377.6729931688717
19,y-aim-scale-two-state-non-neg,17,-377.76979969553224
19,error-scale-two-state,18,-331.5588009596053
19,retention-scale-two-state,18,-382.31013064301203
19,bias-scale-two-state,18,-366.5648689939879
19,x-aim-scale-two-state,18,-380.24288865109713
19,y-aim-scale-two-state,18,-388.3270088359409
19,error-scale-one-state,18,-55.261774650599335
19,retention-scale-one-state,18,-46.601087307319176
19,bias-scale-one-state,18,-146.31452612270348
19,x-aim-scale-one-state,18,-164.59792378855718
19,y-aim-scale-one-state,18,-164.5146335860029
19,error-scale-two-state-non-neg,18,-350.47281436521956
19,retention-scale-two-state-non-neg,18,-334.32482605450645
19,bias-scale-two-state-non-neg,18,-346.2937106222661
19,x-aim-scale-two-state-non-neg,18,-358.7722579421935
19,y-aim-scale-two-state-non-neg,18,-358.88179004350263
19,error-scale-two-state,19,-324.02726342087124
19,retention-scale-two-state,19,-372.6757085256562
19,bias-scale-two-state,19,-359.690137975128
19,x-aim-scale-two-state,19,-363.66869547667
19,y-aim-scale-two-state,19,-363.38270545977934
19,error-scale-one-state,19,-52.65930552377307
19,retention-scale-one-state,19,-43.04968175283567
19,bias-scale-one-state,19,-147.92179933639503
19,x-aim-scale-one-state,19,-166.22651909499007
19,y-aim-scale-one-state,19,-166.24090929284336
19,error-scale-two-state-non-neg,19,-315.61467719068855
19,retention-scale-two-state-non-neg,19,-307.26974391441
19,bias-scale-two-state-non-neg,19,-337.5798227723382
19,x-aim-scale-two-state-non-neg,19,-346.43984898597387
19,y-aim-scale-two-state-non-neg,19,-346.44731308206815
19,error-scale-two-state,20,-362.83838072022746
19,retention-scale-two-state,20,-402.61225720581376
19,bias-scale-two-state,20,-389.70999134114265
19,x-aim-scale-two-state,20,-415.45675643152094
19,y-aim-scale-two-state,20,-403.85410156818216
19,error-scale-one-state,20,-63.33168929214452
19,retention-scale-one-state,20,-50.85948421664696
19,bias-scale-one-state,20,-153.45808388096066
19,x-aim-scale-one-state,20,-172.47810400727366
19,y-aim-scale-one-state,20,-172.42919591995593
19,error-scale-two-state-non-neg,20,-339.3554597099923
19,retention-scale-two-state-non-neg,20,-323.8471249708493
19,bias-scale-two-state-non-neg,20,-372.36297695259947
19,x-aim-scale-two-state-non-neg,20,-384.832929311499
19,y-aim-scale-two-state-non-neg,20,-384.76023902109625
20,error-scale-two-state,1,-355.1067066505747
20,retention-scale-two-state,1,-333.17347506742976
20,bias-scale-two-state,1,-381.32600662759546
20,x-aim-scale-two-state,1,-397.51600005326
20,y-aim-scale-two-state,1,-397.47493415084216
20,error-scale-one-state,1,-119.24492960935396
20,retention-scale-one-state,1,-108.77224766259184
20,bias-scale-one-state,1,-186.05817594174576
20,x-aim-scale-one-state,1,-203.06304666212532
20,y-aim-scale-one-state,1,-202.9965557769558
20,error-scale-two-state-non-neg,1,-343.92434420759406
20,retention-scale-two-state-non-neg,1,-317.3898968448809
20,bias-scale-two-state-non-neg,1,-368.50094037966875
20,x-aim-scale-two-state-non-neg,1,-384.17779637140154
20,y-aim-scale-two-state-non-neg,1,-384.14724584372345
20,error-scale-two-state,2,-348.4686418872682
20,retention-scale-two-state,2,-332.8357076259551
20,bias-scale-two-state,2,-379.1054588413926
20,x-aim-scale-two-state,2,-394.99320284131613
20,y-aim-scale-two-state,2,-395.0251444637777
20,error-scale-one-state,2,-134.09430201510418
20,retention-scale-one-state,2,-123.72573082170587
20,bias-scale-one-state,2,-198.42689493513305
20,x-aim-scale-one-state,2,-215.2699851049536
20,y-aim-scale-one-state,2,-215.3237941338673
20,error-scale-two-state-non-neg,2,-336.8805456359996
20,retention-scale-two-state-non-neg,2,-317.07638408390676
20,bias-scale-two-state-non-neg,2,-365.6363602221113
20,x-aim-scale-two-state-non-neg,2,-380.56309087873285
20,y-aim-scale-two-state-non-neg,2,-380.5457319767585
20,error-scale-two-state,3,-329.4242962943101
20,retention-scale-two-state,3,-303.3039487327854
20,bias-scale-two-state,3,-356.1393223266076
20,x-aim-scale-two-state,3,-367.399470960537
20,y-aim-scale-two-state,3,-367.4664522576028
20,error-scale-one-state,3,-113.22411895871889
20,retention-scale-one-state,3,-104.74905487174706
20,bias-scale-one-state,3,-182.89785360724463
20,x-aim-scale-one-state,3,-199.62936413893982
20,y-aim-scale-one-state,3,-199.61183729770374
20,error-scale-two-state-non-neg,3,-316.23385464973035
20,retention-scale-two-state-non-neg,3,-293.79937957778066
20,bias-scale-two-state-non-neg,3,-340.6612276260005
20,x-aim-scale-two-state-non-neg,3,-354.715675744363
20,y-aim-scale-two-state-non-neg,3,-354.7368308162563
20,error-scale-two-state,4,-359.0838380704629
20,retention-scale-two-state,4,-344.3443386755352
20,bias-scale-two-state,4,-388.3946206949924
20,x-aim-scale-two-state,4,-406.526675616081
20,y-aim-scale-two-state,4,-406.46184878914096
20,error-scale-one-state,4,-135.5344963938708
20,retention-scale-one-state,4,-129.0371888279464
20,bias-scale-one-state,4,-216.65245349096674
20,x-aim-scale-one-state,4,-233.64366947879904
20,y-aim-scale-one-state,4,-233.6287115292044
20,error-scale-two-state-non-neg,4,-347.91539053475486
20,retention-scale-two-state-non-neg,4,-328.97570650868124
20,bias-scale-two-state-non-neg,4,-373.12953189427736
20,x-aim-scale-two-state-non-neg,4,-392.8610274330118
20,y-aim-scale-two-state-non-neg,4,-392.8433098749638
20,error-scale-two-state,5,-348.4182903246948
20,retention-scale-two-state,5,-329.42687100421176
20,bias-scale-two-state,5,-378.12601467439987
20,x-aim-scale-two-state,5,-391.1096344658491
20,y-aim-scale-two-state,5,-391.00578044876727
20,error-scale-one-state,5,-124.04140635355208
20,retention-scale-one-state,5,-115.8730182567389
20,bias-scale-one-state,5,-185.73052111543043
20,x-aim-scale-one-state,5,-202.64403537105187
20,y-aim-scale-one-state,5,-202.61435414766333
20,error-scale-two-state-non-neg,5,-341.03186650156334
20,retention-scale-two-state-non-neg,5,-323.5753253302835
20,bias-scale-two-state-non-neg,5,-368.30211616089326
20,x-aim-scale-two-state-non-neg,5,-380.8695001719368
20,y-aim-scale-two-state-non-neg,5,-380.9426371465137
20,error-scale-two-state,6,-348.6325215629396
20,retention-scale-two-state,6,-338.4002032250976
20,bias-scale-two-state,6,-365.0713854525945
20,x-aim-scale-two-state,6,-380.8569157434996
20,y-aim-scale-two-state,6,-380.7873877918022
20,error-scale-one-state,6,-118.015603291281
20,retention-scale-one-state,6,-112.95416120044683
20,bias-scale-one-state,6,-185.68905482082394
20,x-aim-scale-one-state,6,-202.53373442766934
20,y-aim-scale-one-state,6,-202.57533260080533
20,error-scale-two-state-non-neg,6,-340.1343309301873
20,retention-scale-two-state-non-neg,6,-328.32848750261854
20,bias-scale-two-state-non-neg,6,-356.296983052175
20,x-aim-scale-two-state-non-neg,6,-374.18373492947353
20,y-aim-scale-two-state-non-neg,6,-374.1635069402596
20,error-scale-two-state,7,-361.41938944786716
20,retention-scale-two-state,7,-336.5038005248751
20,bias-scale-two-state,7,-377.8419703681966
20,x-aim-scale-two-state,7,-397.3329634440462
20,y-aim-scale-two-state,7,-397.4208705793568
20,error-scale-one-state,7,-127.59616271985124
20,retention-scale-one-state,7,-116.57135970687924
20,bias-scale-one-state,7,-194.33709965348297
20,x-aim-scale-one-state,7,-211.22379507913416
20,y-aim-scale-one-state,7,-211.23441566313778
20,error-scale-two-state-non-neg,7,-354.6081000589367
20,retention-scale-two-state-non-neg,7,-330.77680071131033
20,bias-scale-two-state-non-neg,7,-368.9829964821178
20,x-aim-scale-two-state-non-neg,7,-389.22357559601085
20,y-aim-scale-two-state-non-neg,7,-389.2251967880412
20,error-scale-two-state,8,-318.3377212015074
20,retention-scale-two-state,8,-303.2570118496215
20,bias-scale-two-state,8,-342.1553306888024
20,x-aim-scale-two-state,8,-358.32624333316085
20,y-aim-scale-two-state,8,-358.3099435046463
20,error-scale-one-state,8,-106.15049884697768
20,retention-scale-one-state,8,-99.84636211980524
20,bias-scale-one-state,8,-167.47042961925888
20,x-aim-scale-one-state,8,-184.32357396749154
20,y-aim-scale-one-state,8,-184.36831386263395
20,error-scale-two-state-non-neg,8,-304.72143097202957
20,retention-scale-two-state-non-neg,8,-291.35170165215476
20,bias-scale-two-state-non-neg,8,-324.6877093634756
20,x-aim-scale-two-state-non-neg,8,-342.77617310139965
20,y-aim-scale-two-state-non-neg,8,-342.69901300681204
20,error-scale-two-state,9,-368.0871671344577
20,retention-scale-two-state,9,-353.0670243155876
20,bias-scale-two-state,9,-386.5232065000089
20,x-aim-scale-two-state,9,-401.2915778096675
20,y-aim-scale-two-state,9,-401.1749323260632
20,error-scale-one-state,9,-124.53109860110538
20,retention-scale-one-state,9,-117.65574534420668
20,bias-scale-one-state,9,-184.256821551177
20,x-aim-scale-one-state,9,-201.1779395980667
20,y-aim-scale-one-state,9,-201.1715247207179
20,error-scale-two-state-non-neg,9,-349.4943124211803
20,retention-scale-two-state-non-neg,9,-331.80320996753096
20,bias-scale-two-state-non-neg,9,-365.01550537072893
20,x-aim-scale-two-state-non-neg,9,-381.2486092302206
20,y-aim-scale-two-state-non-neg,9,-381.1694927260461
20,error-scale-two-state,10,-343.8082443046776
20,retention-scale-two-state,10,-322.92722480574525
20,bias-scale-two-state,10,-371.0968372624207
20,x-aim-scale-two-state,10,-384.9948942611528
20,y-aim-scale-two-state,10,-384.9779602958889
20,error-scale-one-state,10,-121.74050821959631
20,retention-scale-one-state,10,-114.81356213336414
20,bias-scale-one-state,10,-188.21555331960704
20,x-aim-scale-one-state,10,-205.00975088406085
20,y-aim-scale-one-state,10,-205.02883065818378
20,error-scale-two-state-non-neg,10,-330.14820643333536
20,retention-scale-two-state-non-neg,10,-311.6231288701513
20,bias-scale-two-state-non-neg,10,-354.66612518619166
20,x-aim-scale-two-state-non-neg,10,-370.1720926647523
20,y-aim-scale-two-state-non-neg,10,-370.15782309208953
20,error-scale-two-state,11,-344.06211031315655
20,retention-scale-two-state,11,-321.85200944464174
20,bias-scale-two-state,11,-365.62204292480465
20,x-aim-scale-two-state,11,-378.54477262371665
20,y-aim-scale-two-state,11,-378.620663442858
20,error-scale-one-state,11,-124.36180202073982
20,retention-scale-one-state,11,-116.73981477901754
20,bias-scale-one-state,11,-187.35018592999435
20,x-aim-scale-one-state,11,-204.17528479189735
20,y-aim-scale-one-state,11,-204.3127022259285
20,error-scale-two-state-non-neg,11,-335.31628364068933
20,retention-scale-two-state-non-neg,11,-316.06320039967096
20,bias-scale-two-state-non-neg,11,-356.3745856079525
20,x-aim-scale-two-state-non-neg,11,-368.9682403723107
20,y-aim-scale-two-state-non-neg,11,-369.07778348075385
20,error-scale-two-state,12,-359.4705384353808
20,retention-scale-two-state,12,-344.32779172798905
20,bias-scale-two-state,12,-373.59811835706205
20,x-aim-scale-two-state,12,-387.6182989708793
20,y-aim-scale-two-state,12,-387.5887395810653
20,error-scale-one-state,12,-120.99890294495867
20,retention-scale-one-state,12,-111.10010024991755
20,bias-scale-one-state,12,-180.83147816699662
20,x-aim-scale-one-state,12,-197.65290618799867
20,y-aim-scale-one-state,12,-197.67172141882173
20,error-scale-two-state-non-neg,12,-341.3308448573288
20,retention-scale-two-state-non-neg,12,-324.2494092561169
20,bias-scale-two-state-non-neg,12,-355.6985602026385
20,x-aim-scale-two-state-non-neg,12,-369.6838405044797
20,y-aim-scale-two-state-non-neg,12,-369.66053254148824
20,error-scale-two-state,13,-339.73949883244615
20,retention-scale-two-state,13,-315.4960423853845
20,bias-scale-two-state,13,-368.2164932456735
20,x-aim-scale-two-state,13,-383.7137556613435
20,y-aim-scale-two-state,13,-383.77086233596197
20,error-scale-one-state,13,-132.7484794345328
20,retention-scale-one-state,13,-123.27122120288865
20,bias-scale-one-state,13,-214.10976928359005
20,x-aim-scale-one-state,13,-230.78242677391012
20,y-aim-scale-one-state,13,-230.81025294039165
20,error-scale-two-state-non-neg,13,-334.61374863898726
20,retention-scale-two-state-non-neg,13,-312.06660131763823
20,bias-scale-two-state-non-neg,13,-360.43451907703275
20,x-aim-scale-two-state-non-neg,13,-378.21916098146085
20,y-aim-scale-two-state-non-neg,13,-378.1187450638471
20,error-scale-two-state,14,-341.7105090876188
20,retention-scale-two-state,14,-320.24319051418036
20,bias-scale-two-state,14,-369.77679540544483
20,x-aim-scale-two-state,14,-376.58122620122276
20,y-aim-scale-two-state,14,-376.77944205013284
20,error-scale-one-state,14,-139.109885535542
20,retention-scale-one-state,14,-132.16158443496278
20,bias-scale-one-state,14,-207.88692653460228
20,x-aim-scale-one-state,14,-224.81162084116954
20,y-aim-scale-one-state,14,-224.79985885831695
20,error-scale-two-state-non-neg,14,-332.5996431605544
20,retention-scale-two-state-non-neg,14,-313.8622802539402
20,bias-scale-two-state-non-neg,14,-358.49526302453563
20,x-aim-scale-two-state-non-neg,14,-367.94995060952317
20,y-aim-scale-two-state-non-neg,14,-367.98107754291266
20,error-scale-two-state,15,-354.83380084969485
20,retention-scale-two-state,15,-339.03892854851375
20,bias-scale-two-state,15,-373.8053748864961
20,x-aim-scale-two-state,15,-385.1559116013792
20,y-aim-scale-two-state,15,-385.1709865550564
20,error-scale-one-state,15,-119.59343049581261
20,retention-scale-one-state,15,-114.72885483191561
20,bias-scale-one-state,15,-186.1237547631125
20,x-aim-scale-one-state,15,-202.9680491608999
20,y-aim-scale-one-state,15,-202.9748483278231
20,error-scale-two-state-non-neg,15,-343.2632930845082
20,retention-scale-two-state-non-neg,15,-329.63301629651846
20,bias-scale-two-state-non-neg,15,-359.3153885570006
20,x-aim-scale-two-state-non-neg,15,-374.2269637581645
20,y-aim-scale-two-state-non-neg,15,-374.31805736563433
20,error-scale-two-state,16,-358.8379928302919
20,retention-scale-two-state,16,-325.9734889140985
20,bias-scale-two-state,16,-372.3675545553545
20,x-aim-scale-two-state,16,-386.3950135989867
20,y-aim-scale-two-state,16,-386.27330855820946
20,error-scale-one-state,16,-122.68530184977519
20,retention-scale-one-state,16,-113.02726242670715
20,bias-scale-one-state,16,-185.1479324512256
20,x-aim-scale-one-state,16,-201.9879160328889
20,y-aim-scale-one-state,16,-202.04196000727012
20,error-scale-two-state-non-neg,16,-350.6298462573698
20,retention-scale-two-state-non-neg,16,-320.62335811563804
20,bias-scale-two-state-non-neg,16,-364.3977055122964
20,x-aim-scale-two-state-non-neg,16,-378.5317457239523
20,y-aim-scale-two-state-non-neg,16,-378.552302191025
20,error-scale-two-state,17,-368.0392004444899
20,retention-scale-two-state,17,-347.4756016797405
20,bias-scale-two-state,17,-398.4831065596733
20,x-aim-scale-two-state,17,-410.69069718466324
20,y-aim-scale-two-state,17,-410.71412414578026
20,error-scale-one-state,17,-127.27757926628402
20,retention-scale-one-state,17,-121.73801529429895
20,bias-scale-one-state,17,-190.5983887750792
20,x-aim-scale-one-state,17,-207.42172071792663
20,y-aim-scale-one-state,17,-207.38655755837812
20,error-scale-two-state-non-neg,17,-352.28437954645545
20,retention-scale-two-state-non-neg,17,-335.2580912777368
20,bias-scale-two-state-non-neg,17,-378.6404368143387
20,x-aim-scale-two-state-non-neg,17,-391.16202744616237
20,y-aim-scale-two-state-non-neg,17,-391.0893063701135
20,error-scale-two-state,18,-352.698309253214
20,retention-scale-two-state,18,-330.1918895669197
20,bias-scale-two-state,18,-381.4110295082714
20,x-aim-scale-two-state,18,-389.0678834933102
20,y-aim-scale-two-state,18,-389.05746234345963
20,error-scale-one-state,18,-119.98585375492604
20,retention-scale-one-state,18,-112.6397030788836
20,bias-scale-one-state,18,-184.1494755454422
20,x-aim-scale-one-state,18,-201.09371239917908
20,y-aim-scale-one-state,18,-201.04591871489697
20,error-scale-two-state-non-neg,18,-332.59377088690326
20,retention-scale-two-state-non-neg,18,-313.6264197748969
20,bias-scale-two-state-non-neg,18,-356.8156160426626
20,x-aim-scale-two-state-non-neg,18,-368.0905974598453
20,y-aim-scale-two-state-non-neg,18,-368.1339922021723
20,error-scale-two-state,19,-333.34474889822087
20,retention-scale-two-state,19,-320.95417778519675
20,bias-scale-two-state,19,-349.3539977700853
20,x-aim-scale-two-state,19,-366.611707077054
20,y-aim-scale-two-state,19,-366.5482857927517
20,error-scale-one-state,19,-132.88899729662418
20,retention-scale-one-state,19,-127.58656826005665
20,bias-scale-one-state,19,-199.96457398896243
20,x-aim-scale-one-state,19,-216.79738354450717
20,y-aim-scale-one-state,19,-216.80255525532726
20,error-scale-two-state-non-neg,19,-330.00986187531004
20,retention-scale-two-state-non-neg,19,-318.15187152913126
20,bias-scale-two-state-non-neg,19,-344.037963077086
20,x-aim-scale-two-state-non-neg,19,-363.06426263505125
20,y-aim-scale-two-state-non-neg,19,-363.03677381495754
20,error-scale-two-state,20,-355.01785530686766
20,retention-scale-two-state,20,-343.3766114333728
20,bias-scale-two-state,20,-385.0683202562836
20,x-aim-scale-two-state,20,-395.5794469182897
20,y-aim-scale-two-state,20,-395.53813021585677
20,error-scale-one-state,20,-127.83524229648725
20,retention-scale-one-state,20,-121.39319381539394
20,bias-scale-one-state,20,-198.16623461133324
20,x-aim-scale-one-state,20,-215.11263819701236
20,y-aim-scale-one-state,20,-215.03141794064146
20,error-scale-two-state-non-neg,20,-346.52647220642393
20,retention-scale-two-state-non-neg,20,-329.89235500269774
20,bias-scale-two-state-non-neg,20,-374.29589819715835
20,x-aim-scale-two-state-non-neg,20,-387.35137810080266
20,y-aim-scale-two-state-non-neg,20,-387.4469514954593
