GROUP,SUBJECT,PHASE,HAND,TRIAL,TRIAL_ABS,TARGET,ROT,SIG_MP,SIG_EP,DIR,HA_INIT,HA_MID,HA_END
17,1,Adaptation,RH,111,111,0,-34,1,1,CCW,31.42704063,31.51455088,33.65907206
17,1,Adaptation,RH,112,112,0,-36,3,3,CCW,27.2468059,28.23023898,32.23137235
17,1,Adaptation,RH,113,113,0,-28,4,4,CCW,22.28075719,21.76311193,24.44189854
17,1,Adaptation,RH,114,114,0,-26,2,2,CCW,25.02764264,26.29212477,21.75991784
17,1,Adaptation,RH,115,115,0,-34,1,1,CCW,29.89806971,28.35574435,33.1024312
17,1,Adaptation,RH,116,116,0,-39,3,3,CCW,29.3550204,29.16979505,34.72925546
17,1,Adaptation,RH,117,117,0,-29,2,2,CCW,27.17136799,26.61591444,27.54434759
17,1,Adaptation,RH,118,118,0,-27,3,3,CCW,29.33172093,30.15686554,28.73384181
17,1,Adaptation,RH,119,119,0,-31,3,3,CCW,26.64630454,28.38864533,31.1396898
17,1,Adaptation,RH,120,120,0,-26,4,4,CCW,27.71924905,27.83983069,24.01034721
17,1,Adaptation,RH,121,121,0,-27,4,4,CCW,28.60690494,29.41352421,22.87556035
17,1,Adaptation,RH,122,122,0,-33,4,4,CCW,25.65241311,25.40107673,24.72527924
17,1,Adaptation,RH,123,123,0,-29,2,2,CCW,27.93483976,26.9545725,22.94338339
17,1,Adaptation,RH,124,124,0,-32,4,4,CCW,27.364946,27.79645356,27.63850336
17,1,Adaptation,RH,125,125,0,-28,4,4,CCW,27.04917673,27.06725144,26.41867833
17,1,Adaptation,RH,126,126,0,-32,4,4,CCW,28.13116147,28.82228807,25.144907
17,1,Adaptation,RH,127,127,0,-31,2,2,CCW,28.26211208,28.71706949,28.45327862
17,1,Adaptation,RH,128,128,0,-32,1,1,CCW,29.21262483,28.98601898,33.45179365
17,1,Adaptation,RH,129,129,0,-35,3,3,CCW,32.10889862,31.94136031,28.78146349
17,1,Adaptation,RH,130,130,0,-34,1,1,CCW,28.05752583,28.18228972,32.30006532
17,1,Adaptation,RH,131,131,0,-24,3,3,CCW,31.57034915,30.80560584,24.57161839
17,1,Adaptation,RH,132,132,0,-37,1,1,CCW,25.57681151,27.70417541,33.93780668
17,1,Adaptation,RH,133,133,0,-25,2,2,CCW,32.81570706,33.88823832,26.17103051
17,1,Adaptation,RH,134,134,0,-23,1,1,CCW,33.07584005,33.31952749,25.65179182
17,1,Adaptation,RH,135,135,0,-34,4,4,CCW,31.81201656,32.38706165,34.61719595
17,1,Adaptation,RH,136,136,0,-27,4,4,CCW,30.2450621,29.64407849,30.93810293
17,1,Adaptation,RH,137,137,0,-22,2,2,CCW,34.37653601,34.06337669,23.43119345
17,1,Adaptation,RH,138,138,0,-30,4,4,CCW,30.42644392,30.51525263,27.40516028
17,1,Adaptation,RH,139,139,0,-37,1,1,CCW,31.75822307,33.18650071,37.78930146
17,1,Adaptation,RH,140,140,0,-34,3,3,CCW,30.48646331,30.42363485,31.43830569
17,1,Adaptation,RH,141,141,0,-33,4,4,CCW,27.94668033,29.91349042,27.32382032
17,1,Adaptation,RH,142,142,0,-26,4,4,CCW,29.34128007,28.68318437,25.50965139
17,1,Adaptation,RH,143,143,0,-27,3,3,CCW,25.12623454,24.47408965,26.91124867
17,1,Adaptation,RH,144,144,0,-34,4,4,CCW,24.72941913,24.736516,26.14587274
17,1,Adaptation,RH,145,145,0,-35,3,3,CCW,23.9968172,22.58148849,31.91417334
17,1,Adaptation,RH,146,146,0,-34,3,3,CCW,25.80908193,25.0739915,30.4945302
17,1,Adaptation,RH,147,147,0,-32,2,2,CCW,24.39432766,25.61633909,28.21905193
17,1,Adaptation,RH,148,148,0,-26,2,2,CCW,31.2572655,31.47008522,24.31685329
17,1,Adaptation,RH,149,149,0,-29,3,3,CCW,33.61007923,33.78952309,28.14813762
17,1,Adaptation,RH,150,150,0,-35,3,3,CCW,26.31631596,25.89341904,29.26547684
17,1,Adaptation,RH,151,151,0,-36,3,3,CCW,25.6403246,25.73269314,31.48912895
17,1,Adaptation,RH,152,152,0,-32,4,4,CCW,30.38995161,29.97432533,28.73564176
17,1,Adaptation,RH,153,153,0,-30,3,3,CCW,26.06350134,26.43091111,31.87178979
17,1,Adaptation,RH,154,154,0,-31,2,2,CCW,24.19921754,25.09961125,26.33620332
17,1,Adaptation,RH,155,155,0,-28,3,3,CCW,28.31460273,29.63335499,27.55698352
17,1,Adaptation,RH,156,156,0,-33,4,4,CCW,27.85543645,28.31612976,32.10286428
17,1,Adaptation,RH,157,157,0,-31,2,2,CCW,28.98611206,27.16998355,27.77785749
17,1,Adaptation,RH,158,158,0,-32,1,1,CCW,30.01051616,29.45935526,33.051534
17,1,Adaptation,RH,159,159,0,-29,4,4,CCW,30.45865473,29.9844015,27.45535259
17,1,Adaptation,RH,160,160,0,-31,3,3,CCW,34.33877773,34.17110139,32.99772127
17,1,Adaptation,RH,161,161,0,-28,3,3,CCW,26.01246016,25.66014638,29.30613831
17,1,Adaptation,RH,162,162,0,-36,3,3,CCW,26.25754897,26.84812269,33.27717367
17,1,Adaptation,RH,163,163,0,-29,1,1,CCW,27.42080154,27.10626653,27.19511365
17,1,Adaptation,RH,164,164,0,-33,4,4,CCW,28.50820997,28.96275513,28.38535282
17,1,Adaptation,RH,165,165,0,-22,3,3,CCW,30.21010115,30.71366594,21.70693456
17,1,Adaptation,RH,166,166,0,-34,4,4,CCW,30.44179689,30.62797463,26.85128808
17,1,Adaptation,RH,167,167,0,-29,1,1,CCW,29.24184615,29.52066877,29.6996118
17,1,Adaptation,RH,168,168,0,-33,1,1,CCW,31.02566648,30.93634627,31.17485852
17,1,Adaptation,RH,169,169,0,-28,1,1,CCW,32.40810907,33.25923364,30.71643919
17,1,Adaptation,RH,170,170,0,-33,3,3,CCW,31.610678,31.42642189,30.2179373
17,1,Adaptation,RH,171,171,0,-28,3,3,CCW,25.92840125,26.43022399,25.73847332
17,1,Adaptation,RH,172,172,0,-28,4,4,CCW,26.13130867,26.12484541,28.77020778
17,1,Adaptation,RH,173,173,0,-26,4,4,CCW,22.52631192,23.10983599,28.84720281
17,1,Adaptation,RH,174,174,0,-24,2,2,CCW,30.48191339,31.10463275,23.1867685
17,1,Adaptation,RH,175,175,0,-32,4,4,CCW,30.45406018,30.13031218,34.19873031
17,1,Adaptation,RH,176,176,0,-34,2,2,CCW,26.74770715,26.81499468,25.18416388
17,1,Adaptation,RH,177,177,0,-31,4,4,CCW,30.85976638,30.4365158,27.83686899
17,1,Adaptation,RH,178,178,0,-27,4,4,CCW,24.90216075,24.13848365,28.43352415
17,1,Adaptation,RH,179,179,0,-25,1,1,CCW,30.20886259,31.0209694,25.1900239
17,1,Adaptation,RH,180,180,0,-26,1,1,CCW,29.59580198,29.97926289,24.44983568
17,2,Adaptation,RH,1,1,0,-25,2,2,CCW,0.357755068,-0.588618517,-1.366109994
17,2,Adaptation,RH,2,2,0,-34,1,1,CCW,6.026361236,6.920273939,28.63066991
17,2,Adaptation,RH,3,3,0,-38,4,4,CCW,9.325891357,7.139142337,11.11553792
17,2,Adaptation,RH,4,4,0,-31,2,2,CCW,10.0698365,9.056641877,24.1289099
17,2,Adaptation,RH,5,5,0,-30,4,4,CCW,15.00847089,15.81287843,12.72352556
17,2,Adaptation,RH,6,6,0,-34,2,2,CCW,16.06777481,15.83605781,27.83343273
17,2,Adaptation,RH,7,7,0,-23,1,1,CCW,15.31883305,14.84057829,21.07915875
17,2,Adaptation,RH,8,8,0,-29,2,2,CCW,18.33991681,18.60082713,23.00218901
17,2,Adaptation,RH,9,9,0,-22,4,4,CCW,16.07613828,18.29964548,18.86188368
17,2,Adaptation,RH,10,10,0,-32,4,4,CCW,17.6205371,18.55253619,16.00380597
17,2,Adaptation,RH,11,11,0,-30,1,1,CCW,13.40849652,14.50120107,26.87530335
17,2,Adaptation,RH,12,12,0,-31,1,1,CCW,21.48144644,21.95298152,28.44032718
17,2,Adaptation,RH,13,13,0,-28,3,3,CCW,22.89546786,22.37358885,25.86669207
17,2,Adaptation,RH,14,14,0,-23,1,1,CCW,16.40304611,17.17770698,24.75008598
17,2,Adaptation,RH,15,15,0,-34,2,2,CCW,24.78172389,26.27787261,29.6193474
17,2,Adaptation,RH,16,16,0,-27,3,3,CCW,20.543628,20.12550408,25.99966579
17,2,Adaptation,RH,17,17,0,-31,1,1,CCW,20.31187345,19.19854932,29.91800871
17,2,Adaptation,RH,18,18,0,-34,2,2,CCW,23.22946746,22.94113572,25.24930859
17,2,Adaptation,RH,19,19,0,-32,3,3,CCW,19.80642137,19.11826158,28.58945578
17,2,Adaptation,RH,20,20,0,-27,1,1,CCW,19.13710254,17.85902684,25.34295833
17,2,Adaptation,RH,21,21,0,-29,3,3,CCW,21.41048772,22.32652973,26.09475851
17,2,Adaptation,RH,22,22,0,-29,2,2,CCW,18.08942968,17.21579152,23.56890741
17,2,Adaptation,RH,23,23,0,-34,4,4,CCW,23.55399516,23.51268157,24.15945835
17,2,Adaptation,RH,24,24,0,-35,1,1,CCW,18.57211881,18.87970546,35.16048713
17,2,Adaptation,RH,25,25,0,-26,3,3,CCW,25.91649885,25.50504323,24.85395276
17,2,Adaptation,RH,26,26,0,-26,2,2,CCW,18.91143775,19.35071422,21.78082507
17,2,Adaptation,RH,27,27,0,-31,2,2,CCW,20.47231575,20.37729602,24.22483103
17,2,Adaptation,RH,28,28,0,-30,1,1,CCW,20.0830227,19.7018219,29.47551268
17,2,Adaptation,RH,29,29,0,-31,1,1,CCW,23.4570086,22.13483847,30.36622088
17,2,Adaptation,RH,30,30,0,-26,4,4,CCW,28.81756312,28.92251856,25.91594774
17,2,Adaptation,RH,31,31,0,-25,2,2,CCW,24.2656672,24.8492552,26.21940829
17,2,Adaptation,RH,32,32,0,-30,3,3,CCW,26.10567345,25.56437141,28.66459728
17,2,Adaptation,RH,33,33,0,-35,3,3,CCW,24.6256757,25.63561349,29.87134461
17,2,Adaptation,RH,34,34,0,-33,4,4,CCW,22.59687144,23.15403856,21.39917479
17,2,Adaptation,RH,35,35,0,-30,3,3,CCW,23.83216876,23.73336387,28.54043732
17,2,Adaptation,RH,36,36,0,-28,2,2,CCW,23.56577196,23.47762267,20.33406313
17,2,Adaptation,RH,37,37,0,-25,2,2,CCW,23.80873254,22.91969221,20.20647356
17,2,Adaptation,RH,38,38,0,-34,2,2,CCW,23.46239856,23.55727224,29.6912039
17,2,Adaptation,RH,39,39,0,-33,1,1,CCW,22.86278956,22.06113811,32.04493164
17,2,Adaptation,RH,40,40,0,-29,1,1,CCW,29.18389622,30.3102743,28.48384572
17,2,Adaptation,RH,41,41,0,-32,3,3,CCW,23.90428914,25.10111247,27.06911685
17,2,Adaptation,RH,42,42,0,-31,4,4,CCW,21.8578646,22.94854526,23.02205256
17,2,Adaptation,RH,43,43,0,-34,2,2,CCW,21.90917652,21.95061922,28.73912827
17,2,Adaptation,RH,44,44,0,-37,3,3,CCW,25.91771998,26.42825937,33.59941689
17,2,Adaptation,RH,45,45,0,-23,2,2,CCW,27.03525423,28.05228997,22.20915836
17,2,Adaptation,RH,46,46,0,-29,3,3,CCW,27.02017672,28.45027534,27.9701239
17,2,Adaptation,RH,47,47,0,-30,4,4,CCW,22.81618107,20.99459311,20.14186162
17,2,Adaptation,RH,48,48,0,-25,3,3,CCW,21.24959503,20.66743469,24.42845408
17,2,Adaptation,RH,49,49,0,-29,1,1,CCW,21.42211752,22.36828477,26.92703469
17,2,Adaptation,RH,50,50,0,-33,2,2,CCW,28.90672772,29.04720762,25.84600768
17,2,Adaptation,RH,51,51,0,-27,4,4,CCW,27.58479693,27.68112134,24.75158645
17,2,Adaptation,RH,52,52,0,-22,4,4,CCW,23.40157964,23.51993191,24.76962072
17,2,Adaptation,RH,53,53,0,-26,2,2,CCW,22.31354144,22.41468953,25.5933934
17,2,Adaptation,RH,54,54,0,-31,4,4,CCW,26.80135584,26.65010739,26.57136382
17,2,Adaptation,RH,55,55,0,-27,4,4,CCW,24.44189341,25.2769075,23.41199396
17,2,Adaptation,RH,56,56,0,-34,4,4,CCW,26.4364623,26.02119814,22.58380508
17,2,Adaptation,RH,57,57,0,-28,3,3,CCW,24.56170278,25.16340077,26.18628065
17,2,Adaptation,RH,58,58,0,-31,4,4,CCW,22.86366249,22.54139799,22.93266888
17,2,Adaptation,RH,59,59,0,-28,2,2,CCW,24.51981735,24.19986717,25.64811075
17,2,Adaptation,RH,60,60,0,-33,1,1,CCW,28.64354695,28.39629007,34.1069638
17,2,Adaptation,RH,61,61,0,-23,3,3,CCW,28.5948404,28.74176883,21.48308847
17,2,Adaptation,RH,62,62,0,-37,2,2,CCW,23.43474082,24.10817577,31.46311046
17,2,Adaptation,RH,63,63,0,-29,3,3,CCW,27.77798432,27.30532292,21.59074098
17,2,Adaptation,RH,64,64,0,-29,3,3,CCW,23.00105719,22.17313148,26.72840294
17,2,Adaptation,RH,65,65,0,-24,2,2,CCW,24.76178098,23.55130719,21.17682609
17,2,Adaptation,RH,66,66,0,-30,3,3,CCW,28.91813601,28.95960945,25.43241233
17,2,Adaptation,RH,67,67,0,-30,3,3,CCW,25.14403709,25.7808458,24.22138316
17,2,Adaptation,RH,68,68,0,-25,2,2,CCW,22.22882846,22.46620161,22.35245864
17,2,Adaptation,RH,69,69,0,-32,1,1,CCW,25.14298756,25.62502172,35.66068447
17,2,Adaptation,RH,70,70,0,-38,4,4,CCW,30.29632513,30.40273181,29.45388533
17,2,Adaptation,RH,71,71,0,-35,1,1,CCW,29.03370416,30.28170361,34.2738963
17,2,Adaptation,RH,72,72,0,-30,2,2,CCW,28.07184166,28.65160064,27.3726013
17,2,Adaptation,RH,73,73,0,-32,3,3,CCW,24.33647762,24.68305939,30.65569143
17,2,Adaptation,RH,74,74,0,-31,4,4,CCW,24.94502854,24.1868306,26.14216416
17,2,Adaptation,RH,75,75,0,-32,4,4,CCW,25.70489502,25.67766634,23.04871413
17,2,Adaptation,RH,76,76,0,-22,1,1,CCW,23.90005794,24.79609639,22.41861504
17,2,Adaptation,RH,77,77,0,-26,1,1,CCW,27.63227144,26.76010394,31.82444893
17,2,Adaptation,RH,78,78,0,-29,1,1,CCW,28.26948314,28.78357198,31.62196102
17,2,Adaptation,RH,79,79,0,-33,2,2,CCW,29.82620511,29.7430385,31.76160982
17,2,Adaptation,RH,80,80,0,-31,4,4,CCW,29.74387117,29.89747879,26.97823657
17,2,Adaptation,RH,81,81,0,-30,2,2,CCW,27.80278055,28.73790557,28.68125939
17,2,Adaptation,RH,82,82,0,-21,1,1,CCW,27.03447007,27.15885048,20.23023276
17,2,Adaptation,RH,83,83,0,-24,2,2,CCW,29.26327276,28.21449883,23.05388982
17,2,Adaptation,RH,84,84,0,-35,2,2,CCW,28.13537058,28.46379752,29.18642949
17,2,Adaptation,RH,85,85,0,-31,2,2,CCW,26.04709558,27.35226413,27.52604242
17,2,Adaptation,RH,86,86,0,-30,4,4,CCW,27.05412627,28.88689307,27.04970052
17,2,Adaptation,RH,87,87,0,-29,1,1,CCW,27.01601751,26.44492523,28.71772837
17,2,Adaptation,RH,88,88,0,-42,1,1,CCW,29.64551859,28.50213917,42.91068363
17,2,Adaptation,RH,89,89,0,-27,2,2,CCW,34.12792937,34.97422254,27.45953961
17,2,Adaptation,RH,90,90,0,-29,2,2,CCW,24.9393656,25.26035855,30.05943753
17,2,Adaptation,RH,91,91,0,-32,2,2,CCW,27.7301715,26.82361614,28.01109869
17,2,Adaptation,RH,92,92,0,-35,4,4,CCW,26.06502322,26.7596624,26.99500107
17,2,Adaptation,RH,93,93,0,-29,1,1,CCW,27.68317009,27.04283436,29.76462971
17,2,Adaptation,RH,94,94,0,-34,3,3,CCW,28.91562429,29.34881449,33.50052628
17,2,Adaptation,RH,95,95,0,-34,3,3,CCW,24.33285216,24.34892432,31.97417903
17,2,Adaptation,RH,96,96,0,-31,2,2,CCW,26.08802718,24.73677498,26.2541444
17,2,Adaptation,RH,97,97,0,-25,3,3,CCW,25.96346435,26.59255735,21.18885652
17,2,Adaptation,RH,98,98,0,-33,3,3,CCW,26.90906443,26.23270999,28.87602017
17,2,Adaptation,RH,99,99,0,-30,4,4,CCW,26.2727512,26.75772371,27.4694871
17,2,Adaptation,RH,100,100,0,-36,2,2,CCW,24.12666866,24.98510846,29.21177045
17,2,Adaptation,RH,101,101,0,-27,1,1,CCW,27.33339285,27.39901161,28.43183289
17,2,Adaptation,RH,102,102,0,-30,1,1,CCW,32.62818382,32.93730858,32.04769182
17,2,Adaptation,RH,103,103,0,-28,1,1,CCW,31.50175094,31.3900555,29.69703998
17,2,Adaptation,RH,104,104,0,-23,1,1,CCW,29.89211167,29.4161977,23.57741254
17,2,Adaptation,RH,105,105,0,-26,1,1,CCW,30.80833489,31.55808439,28.35545025
17,2,Adaptation,RH,106,106,0,-22,1,1,CCW,34.10649733,35.90639041,27.34402417
17,2,Adaptation,RH,107,107,0,-37,2,2,CCW,33.10055463,33.90837789,32.65436559
17,2,Adaptation,RH,108,108,0,-31,1,1,CCW,27.66055412,28.82365528,30.09244976
